episode,score
1000,-25.00000000000008
2000,-25.00000000000008
3000,-25.00000000000008
4000,-25.00000000000008
5000,-25.00000000000008
6000,-25.00000000000008
7000,-25.00000000000008
8000,-25.00000000000008
9000,-25.00000000000008
10000,-25.00000000000008
11000,-25.00000000000008
12000,-25.00000000000008
13000,-25.00000000000008
14000,-25.00000000000008
15000,-25.00000000000008
16000,-25.00000000000008
17000,-25.00000000000008
18000,-25.00000000000008
19000,-25.00000000000008
20000,-25.00000000000008
21000,-25.00000000000008
22000,-25.00000000000008
23000,-25.00000000000008
24000,-25.00000000000008
25000,-25.00000000000008
26000,-25.00000000000008
27000,-25.00000000000008
28000,-25.00000000000008
29000,-25.00000000000008
30000,-25.00000000000008
31000,-25.00000000000008
32000,-25.00000000000008
33000,-25.00000000000008
34000,-25.00000000000008
35000,-25.00000000000008
36000,-25.00000000000008
37000,-25.00000000000008
38000,-25.00000000000008
39000,-25.00000000000008
40000,-25.00000000000008
41000,-25.00000000000008
42000,-25.00000000000008
43000,-25.00000000000008
44000,-25.00000000000008
45000,-25.00000000000008
46000,-25.00000000000008
47000,-25.00000000000008
48000,-25.00000000000008
49000,-25.00000000000008
50000,-25.00000000000008
51000,-25.00000000000008
52000,-25.00000000000008
53000,-25.00000000000008
54000,-25.00000000000008
55000,-25.00000000000008
56000,-25.00000000000008
57000,-25.00000000000008
58000,-25.00000000000008
59000,-25.00000000000008
60000,-25.00000000000008
61000,-25.00000000000008
62000,-0.6500000000000008
63000,-25.00000000000008
64000,-25.00000000000008
65000,-25.00000000000008
66000,-25.00000000000008
67000,-25.00000000000008
68000,-25.00000000000008
69000,-25.00000000000008
70000,-25.00000000000008
71000,-25.00000000000008
72000,-25.00000000000008
73000,-25.00000000000008
74000,-25.00000000000008
75000,-25.00000000000008
76000,-25.00000000000008
77000,-25.00000000000008
78000,-25.00000000000008
79000,-25.00000000000008
80000,-25.00000000000008
81000,-25.00000000000008
82000,-25.00000000000008
83000,-25.00000000000008
84000,-25.00000000000008
85000,-25.00000000000008
86000,-25.00000000000008
87000,-25.00000000000008
88000,-25.00000000000008
89000,-0.4450000000000011
90000,-25.00000000000008
91000,-25.00000000000008
92000,-0.4040000000000012
93000,-25.00000000000008
94000,-25.00000000000008
95000,-25.00000000000008
96000,-25.00000000000008
97000,-25.00000000000008
98000,-25.00000000000008
99000,-0.8140000000000011
100000,-25.00000000000008
101000,-25.00000000000008
102000,-25.00000000000008
103000,-25.00000000000008
104000,-25.00000000000008
105000,-25.00000000000008
106000,-25.00000000000008
107000,-25.00000000000008
108000,-25.00000000000008
109000,-25.00000000000008
110000,-25.00000000000008
111000,-25.00000000000008
112000,-25.00000000000008
113000,-25.00000000000008
114000,-25.00000000000008
115000,-25.00000000000008
116000,-0.8140000000000011
117000,-0.6600000000000011
118000,-25.00000000000008
119000,-25.00000000000008
120000,-25.00000000000008
121000,-25.00000000000008
122000,-25.00000000000008
123000,-25.00000000000008
124000,-25.00000000000008
125000,-25.00000000000008
126000,-25.00000000000008
127000,-25.00000000000008
128000,-25.00000000000008
129000,-25.00000000000008
130000,-25.00000000000008
131000,-0.9580000000000019
132000,-1.2910000000000013
133000,-1.2910000000000008
134000,-1.2960000000000014
135000,-25.00000000000008
136000,-25.00000000000008
137000,-25.00000000000008
138000,-25.00000000000008
139000,-25.00000000000008
140000,-25.00000000000008
141000,-25.00000000000008
142000,-25.00000000000008
143000,-25.00000000000008
144000,-0.8780000000000008
145000,-0.8500000000000011
146000,-25.00000000000008
147000,-25.00000000000008
148000,-25.00000000000008
149000,-25.00000000000008
150000,-25.00000000000008
151000,-25.00000000000008
152000,-25.00000000000008
153000,-1.1320000000000012
154000,-1.0940000000000019
155000,-1.6270000000000018
156000,-1.0680000000000014
157000,-1.9500000000000017
158000,-0.5500000000000009
159000,-25.00000000000008
160000,-1.709000000000002
161000,-2.100000000000001
162000,-25.00000000000008
163000,-25.00000000000008
164000,-25.00000000000008
165000,-25.00000000000008
166000,-25.00000000000008
167000,-25.00000000000008
168000,-25.00000000000008
169000,-25.00000000000008
170000,-25.00000000000008
171000,-25.00000000000008
172000,-25.00000000000008
173000,-25.00000000000008
174000,-25.00000000000008
175000,-25.00000000000008
176000,-25.00000000000008
177000,-25.00000000000008
178000,-25.00000000000008
179000,-25.00000000000008
180000,-25.00000000000008
181000,-25.00000000000008
182000,-0.591000000000001
183000,-25.00000000000008
184000,-25.00000000000008
185000,-0.509000000000001
186000,-25.00000000000008
187000,-25.00000000000008
188000,-25.00000000000008
189000,-0.42700000000000093
190000,-25.00000000000008
191000,-25.00000000000008
192000,-0.48600000000000115
193000,-0.3450000000000009
194000,-25.00000000000008
195000,-0.30400000000000094
196000,-25.00000000000008
197000,-25.00000000000008
198000,-25.00000000000008
199000,-0.4450000000000011
